ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global"
5370,simple,,,"Eachine TX06 700TVL FOV 130 Degree 5.8Ghz 40CH Smart Audio Mini FPV Camera+vtx",1,0,visible,"&nbsp;
\n 	<li><strong>Motor DimensionS:</strong> Φ27.5*31.35mm</li>
\n 	<li><strong>Lead: </strong>20#AWG 150mm</li>
\n 	<li><strong>Shaft Diameter:</strong> 4mm</li>
\n 	<li><strong>Idle Current:</strong> 1.9A</li>
\n 	<li><strong>Max.Power (the 60s):</strong> 545W</li>
\n 	<li><strong>Weight (Excl. Cable):</strong> 34.3g</li>
\n 	<li><strong>Internal Resistance</strong>: 43mΩ</li>
\n 	<li><strong>Configuration: </strong>12N14P</li>
\n 	<li><strong>Rated Voltage (Lipo):</strong> 4S</li>
\n 	<li><strong>Peak Current (60s):</strong> 38.6A</li>
\n</ul>
\n<img src=""https://cdn-v2.getfpv.com/media/wysiwyg/product-detail-images/1608690354917266.jpg"" />
\n<h2>Includes</h2>
\n<ul>
\n 	<li>1 x T-Motor VELOX  V2 V2207 Motor</li>
\n</ul>",,,taxable,,backorder,0,,notify,0,,,,,1,,,,"Motors, Brands > T-Motor","T-Motor, T-Motor Velox, T-Motor Velox V2207",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture1-e1619110341424.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture3.png",,,,,,,,,0,,Quantity,"1PCS, 2PCS, 4PCS",1,0
5400,simple,,,"Fat Shark Recon V3 FPV Goggles",1,0,visible,"The Recon line of panel goggles is a great entry level FPV headset. They are simple, affordable, and have an ultra-immersive FOV.
\n
\nThe Recon V3 has an integrated four band, 32-channel receiver, and USB charging. It puts ease-of-use first and lets pilots focus on the full FPV experience without worrying about extra charging cables or accessory components.
\n<div></div>","<strong>Overview:</strong>
\nThe Recon line of panel goggles are a great entry level FPV headset. They are simple, affordable, and have an ultra-immersive FOV. The Recon V3 has an integrated four band, 32-channel receiver, and USB charging. It puts ease-of-use first and lets pilots focus on the full FPV experience without worrying about extra charging cables or accessory components.
\n<div></div>
\n<div>      Version 3 of the Recon Goggles is a very mature design. It has an included onboard DVR, uses an integrated channel scanner to pick up the strongest video feed and has an improved 800 x 480 TFT resolution display for a crisper image. The onboard OSD shows video signal strength, battery lifetime, and selected channel. The Recon V3 is the ideal choice for a new pilot looking for a complete, high-quality headset.</div>
\n<strong>Specifications:</strong>
\nBrand Name: FatShark
\nItem Name: RECON V3
\nItem NO.: FSV1131-03
\n<div>Color: Black and white</div>
\n<div></div>
\n<strong>Optic:</strong>
\n<div>FOV (field of view): 55°</div>
\n<div>
\n
\nFormat: 16:9
\n<div><strong>Micro Display: </strong></div>
\n<div>Display: WQVGA 4.3 inch display</div>
\n<div>Resolution: 800 X 480 TFT</div>
\n<div></div>
\n<div><strong>Electrical: </strong></div>
\n<div>DVR: Analog video recording</div>
\n<div>SD card support to 32GB (AVI file)</div>
\n<div>Support playback recording file</div>
\n<div>
\n
\nFirmware upgrade via SD card
\n<div><strong>Wireless Receiver: </strong>
\n40 channels, single high sensitive receiver including RaceBand frequencies(auto scan and find strongest channel)</div>
\n<div></div>
\n<div><strong>OSD:</strong>
\nChannel info, RSSI info and battery status (disappear after 4s, press any button to show up)</div>
\n<div><strong>Interfaces:</strong>
\nUSB charge port</div>
\n<div>Micro-SD card slot</div>
\n<div>
\n
\n<strong><strong>English Manual, <a href=""http://myosuploads3.banggood.com/products/20190613/20190613044925Recon-V3-Manual.pdf"">Click Here</a></strong></strong>Package Included:
\n
\n1x FatShark RECON V3 FPV Goggles
\n
\n</div>
\n<div>1x 5.8G Diople Antenna</div>
\n<div>
\n
\n1x 18650 2600mAh Li-ion Battery(built-in headset)
\n
\n</div>
\n<div></div>
\n</div>
\n</div>
\n&nbsp;
\n<div id=""imgBox"">
\n
\n<img class=""bg_lazy"" title=""FatShark Recon V3 5.8GHz 32CH RaceBand 16:9 4.3 Inch 800x480 Display FPV Goggles Video Headset Bulit-in Battery"" src=""https://imgaz.staticbg.com/images/oaupload/banggood/images/52/C4/76e7adab-f0c1-4d13-8ab8-c8ce2d5fa54d.jpg.webp"" alt="""" data-original=""https://imgaz.staticbg.com/images/oaupload/banggood/images/52/C4/76e7adab-f0c1-4d13-8ab8-c8ce2d5fa54d.jpg"" />
\n
\n<img class=""bg_lazy"" title=""FatShark Recon V3 5.8GHz 32CH RaceBand 16:9 4.3 Inch 800x480 Display FPV Goggles Video Headset Bulit-in Battery"" src=""https://imgaz.staticbg.com/images/oaupload/banggood/images/BA/C2/5cfa4f1b-73cd-4236-a203-6c9c0bd5d414.jpg.webp"" alt="""" data-original=""https://imgaz.staticbg.com/images/oaupload/banggood/images/BA/C2/5cfa4f1b-73cd-4236-a203-6c9c0bd5d414.jpg"" />
\n
\n<img class=""bg_lazy"" title=""FatShark Recon V3 5.8GHz 32CH RaceBand 16:9 4.3 Inch 800x480 Display FPV Goggles Video Headset Bulit-in Battery"" src=""https://imgaz.staticbg.com/images/oaupload/banggood/images/9B/3A/abe560a3-1df7-4918-a142-2cfd928e53be.jpg.webp"" alt="""" data-original=""https://imgaz.staticbg.com/images/oaupload/banggood/images/9B/3A/abe560a3-1df7-4918-a142-2cfd928e53be.jpg"" />
\n
\n</div>",,,taxable,,backorder,0,,notify,0,0.5,,,,1,,,18755,"Brands > Fat Shark, FPV","fatshark recon, fpv, fpv camera, goggle",,https://www.robotonbd.com/wp-content/uploads/2021/03/dsc_2032_1-e1619109014363.jpg,,,,,,,,,0,,,,,
5402,simple,,,"BN-220 GPS Module",1,0,visible,"&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;","<strong>BN-220 GPS Module</strong>
\n
\nBeitian Dual BN-220 GPS GLONASS Antenna Module TTL Level RC Drone. <span class=""a-list-item"">This BN-220 GPS Module can show your speed. When you use it for Raspberry Pi, there is no driver needed. </span><span class=""a-list-item"">The data output when the TX LED flashing in blue; PPS LED not bright when GPS not fixed, flashing in red when fixed</span>
\n
\n<strong>Module Pin</strong>
\n
\n1. GND, grounded
\n2. TX, data module output
\n3. RX, data entry module
\n4. VCC, power supply module, 2.8V-6.0V
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;",,,taxable,,backorder,0,,notify,0,0.1,,,,1,,1815,2178,"GPS, On Sale","Beitian, Beitian Dual BN-220, GPS",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-4-e1622331856184.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-3-2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-4-2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-2-2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-6-1.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-5-1.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-7-1.png",,,,,,,,,0,,,,,
5416,simple,,,"Foxxer DALPROP F5 5.1x4.75 Foldable Freestyle 3-Blade Propeller",1,0,visible,"&nbsp;
\n
\n<img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=LOADED&amp;custom1=www.robotonbd.com&amp;custom2=%2Fwp-admin%2Fpost.php&amp;custom3=brounelink.com&amp;t=1617154472592"" /><img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=BEFORE_OPTOUT_REQ&amp;t=1617154472592"" /><img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=FINISHED&amp;custom1=www.robotonbd.com&amp;t=1617154472594"" />","<div dir=""auto"">DALPROP F5</div>
\n<div dir=""auto""><strong>Specification:</strong></div>
\n<div dir=""auto"">Color: Crystal Red/Crystal Blue</div>
\n<div dir=""auto"">Hub Color :Gray</div>
\n<div dir=""auto"">Propeller Diameter: 5.1 inch</div>
\n<div dir=""auto"">Pitch: 4.75</div>
\n<div dir=""auto"">Blades: 3</div>
\n<div dir=""auto"">Material: PC</div>
\n<div dir=""auto"">Weight: 4.2g</div>
\n<div dir=""auto"">Hub Diameter: 28mm</div>
\n<div dir=""auto"">Hub Thickness: 7mm</div>
\n<div dir=""auto"">Shaft: 5mm</div>
\n<img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=OPTOUT_RESPONSE_OK&amp;t=1617154473887"" /><img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=cd1d2&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=MNTZ_INJECT&amp;t=1617154473897"" /><img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=90f06&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=MNTZ_INJECT&amp;t=1617154473900"" /><img style=""width: 0;height: 0"" src=""https://brounelink.com/metric/?mid=cd1d2&amp;wid=51824&amp;sid=&amp;tid=8548&amp;rid=MNTZ_LOADED&amp;t=1617154473948"" />",,,taxable,,1,2,,notify,0,0.1,,,,1,,,605,"Brands > Foxeer, Propellers",,,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-2-3.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-3-3.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-4-3.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-5-2.png",,,,,,,,,0,,,,,
5459,simple,,,"Flysky X6B Receiver",1,0,visible,"&nbsp;
\n
\n&nbsp;","Flysky X6B Receiver
\n<h4><strong>Features :</strong></h4>
\n<ol>
\n 	<li>Model Type: Multi-Rotor</li>
\n 	<li>No more than 20 dBm RF Power</li>
\n 	<li>AFHDS 2A- 4GHz protocol</li>
\n 	<li>Low voltage alarm</li>
\n 	<li>PPM/PWM/i-BUS DSC port</li>
\n 	<li>Power input: 4.0-8.4VOn-line Update</li>
\n 	<li>Compatible Transmitter: All AFHDS 2A Transmitter, for example, FS-i10 FS-i6, FS-i6S, FS-i6X, FS-i4, FS-i4X.</li>
\n</ol>
\n&nbsp;",,,taxable,,backorder,0,,notify,0,0.1,,,,1,,,1851.3,"Radios & Tx Rx","Flysky, Flysky X6B",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-9-e1619110286530.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-2-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-3-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-4-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-5-3.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-6-2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-7-2.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-8-1.png",,,,,,,,,0,,,,,
5478,simple,,,"DALPROP SpitFire T5147.5 Propeller CW/CCW",1,0,visible,"&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;","<strong>DALPROP SpitFire T5147.5 Propeller CW/CCW</strong>
\n<div dir=""auto""><strong>Specification:</strong></div>
\n<div dir=""auto"">Brand name: Dalprop</div>
\n<div dir=""auto"">Item name: SPITFIRE T5147.5</div>
\n<div dir=""auto"">Material: PC</div>
\n<div dir=""auto"">Size: 5147.5</div>
\n<div dir=""auto"">Hole Dia. : 5mm POPO</div>
\n<div dir=""auto"">Weight: 3.8g</div>
\n<div dir=""auto"">Center Thickness : 7mm</div>
\n<div dir=""auto"">Recommended Motor: 2205, 2206,2207,2305, 2306, 2500-2700KV</div>
\n<div dir=""auto"">Color: Crystal Blue</div>
\n<div dir=""auto"">Quantity: 2*CW + 2*CCW</div>
\n&nbsp;
\n
\n&nbsp;",,,taxable,,backorder,0,,notify,0,0.1,,,,1,,,498.52,"Propellers, Brands > Foxeer","DALPROP SpitFire T5147.5, Propeller, SpitFire",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-11-e1619109637873.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-2-7.png",,,,,,,,,0,,,,,
5481,simple,,,"Radiolink Mini Pixhawk Full Set with M8N",1,0,visible,,"<strong>Radiolink Mini Pixhawk Full Set with M8N GPS</strong>
\n
\n<strong>Specification:</strong>
\n<ul class=""a-unordered-list a-vertical a-spacing-mini"">
\n 	<li><span class=""a-list-item"">Mini full function PixHawk platform</span></li>
\n 	<li><span class=""a-list-item"">Mini F4 flight controller with plug-and-play harnesses (minus telemetry)</span></li>
\n 	<li><span class=""a-list-item"">Includes FC, M8N GPS, LED/buzzer module, voltage module, telemetry modules</span></li>
\n</ul>",,,taxable,,backorder,0,,notify,0,0.1,,,,1,,,24200,"Flight Controller","GPS, Radiolink, Radiolink Mini PIX Pixhawk",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-12-e1619110181203.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-3-7.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-4-7.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-5-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-6-4.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-7-4.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-8-3.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-9-1.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-10-1.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-11.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-12.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-13.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-14.png",,,,,,,,,0,,,,,
5528,simple,,,"RadioMaster TX12 16ch OpenTX Multi-Module Compatible Digital Proportional",1,0,visible,"&nbsp;
\n
\n&nbsp;","<strong>Features</strong>
\n
\nRadioMaster TX12 16ch OpenTX Multi-Module Compatible Digital Proportional Radio System Transmitter for RC Drone.
\n
\n<strong>Description:</strong>
\n
\nBrand Name: RadioMaster
\nItem Name:TX12 Transmitter
\nSize:170*159*108mm
\nWeight: 363g
\nFrequency: 2.400GHZ-2.480GHZ
\nRF Chip: Single-chip Multi-protocol（CC2500）
\nSupported Protocols: Corona, Hitec, Futaba S-FHSS,Frsky D16/D8, RadioLink, Graupner HoTT
\nTransmitting Power: 20dbm
\nAntenna Gain: 2db
\nWorking Current: 160mA@8.4V
\nVoltage Range:6.6-8.4v DC
\nRange: &gt; 2km @ 20dbm (depending on receiver)
\nRadio Firmware: OpenTX（Transmitter）/ Multi-Module（RF module)
\nChannels: Up to 16 (depending on receiver)
\nDisplay:128*64 Monochrome LCD display
\nGimbal: High precision potentiometer gimbals
\nExternal Module:JR/FrSKY/Crossfire compatible
\nUpgrade Method: USB/SD card* &amp; OpenTX Companion PC software
\n* SD Card not included. *
\n
\n&nbsp;",,,taxable,,0,0,,0,0,0.463,,,,1,,,14302.2,"Drone Bundles, New Products, Brands > Radio Master, Radios & Tx Rx","Compatible Digital Proportional, RadioMaster, RadioMaster TX12 16ch OpenTX",,"https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-1-13-e1622331752991.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-2-8.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-3-8.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-4-8.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-5-6.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-6-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-7-5.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-8-4.png, https://www.robotonbd.com/wp-content/uploads/2021/03/Capture-9-2.png",,,,,,,,,0,,,,,
5581,simple,,,"iFlight SucceX-D Whoop F4 20A ESC AIO Board (MPU6000) integrated flight controller",1,0,visible,"&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;","<div id=""features"">
\n<h2 class=""dtitle"">Features</h2>
\n<div class=""text_details"">
\n
\n<span style=""font-family: Arial; font-size: medium;"">SucceX-D Whoop F4 AIO Board (MPU6000)</span>
\n
\n<span style=""font-family: Arial; font-size: medium;"">Top Features:
\n• DJI Plug-and-Play - No need to solder tiny wires!
\n• BEC output：5V 2A/10V 2A</span>
\n
\n</div>
\n</div>
\n<div id=""details"">
\n<h2 class=""dtitle"">Product Details</h2>
\n<div class=""text_details"">
\n
\n<span style=""font-family: Arial; font-size: medium;"">SucceX-D Whoop F4 AIO
\nSize：30.5*30.5mm
\nMounting pattern：25.5*25.5mm/φ3mm
\nConnector：Micro-USB
\nMCU：STM32F411
\nGyro：MPU6000
\nBlackbox：8MB
\nBEC output：5V 2A/10V 2A
\nINA pad：n uart2
\nBarometer：no
\nConstant current：20A，25A（Burst）</span>
\n
\n<span style=""font-family: Arial; font-size: medium;"">Input：2-5S（8-25V）
\nCurrent sensor：yes
\nBLHeli：BLHeli-S
\nTelemetry：no
\nFC Firmware：IFLIGHT_F411_PRO
\nTarget：STM32F411
\nConfig：IFLIGHT_F411_PRO.config
\nESC Firmware：G-H-30 BLS 16.7</span>
\n
\n</div>
\n</div>
\n&nbsp;
\n
\n&nbsp;",,,taxable,,0,0,,0,0,0.1,,,,1,,,7865,"Brands, Flight Controller, Brands > iFlight, Micro Quadcopters, New Products","aio, flight controller, iflight, SucceX",,"https://www.robotonbd.com/wp-content/uploads/2021/03/5042_dimg1.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5042_dimg3.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5042_dimg4.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5042_dimg6.jpg",,,,,,,,,0,,,,,
5631,simple,,,"RunCam Phoenix 2 1/2 CMOS M12 Lens 4:3/16:9 PAL/NTSC Switchable FPV Camera",1,0,visible,"&nbsp;
\n
\n&nbsp;","<div id=""features"">
\n<h2 class=""dtitle"">Features</h2>
\n<div class=""text_details""><span style=""font-family: Arial; font-size: medium;"">-Rich yet natural color.With upgraded CPU and upgraded 1/2'' high-performance image sensor, the RunCam Phoenix 2 produces vivid high-resolution pictures.
\n- Excellent low light performance.Thanks to the 1/2'' super global WDR image sensor, Phoenix 2's low light performance is even better than the RunCam Eagle.
\n- ƒ/2.0 big aperture lens. Less red lens flare.The high quality 6 layers of glass lens has a ƒ/2.0 aperture which brings less red lens flare and less purple fringing effect.
\n- Less digital shimmer.Compare to the RunCam Eagle, the RunCam Phoenix 2 has way less digital shimmer and a much cleaner image.
\n- Low latency.This camera is on the same latency level of the RunCam Eagle and is wonderful for freestyle flying!
\n</span></div>
\n</div>
\n<div id=""details"">
\n<h2 class=""dtitle"">Product Details</h2>
\n<div class=""text_details""><span style=""font-family: Arial; font-size: medium;"">Model RunCam Phoenix 2
\nImage Sensor 1/2"" COMS Sensor
\nHorizontal Resolution 1000TVL
\nLens 2.1mm ​(M12)​ FOV155° (4:3)
\nScreen Format 4:3 / 16:9 switchable
\nMirror/Flip Available
\nSignal System PAL / NTSC Switchable
\nS/N Ratio &gt;50dB (AGC OFF)
\nElectronic Shutter Speed Auto
\nAuto Gain Control (AGC) Auto
\nMin. Illumination 0.001Lux@1.2F
\nWDR Global WDR
\nDay/Night Color/BW/EXT/Auto
\nMenu Control Cable Control
\nPower DC 5-36V
\nCurrent
\n200mA@5V 85mA@12V
\nHousing Material ABS
\nNet Weight 9g
\nDimensions 19mm*19mm*20mm</span></div>
\n</div>
\n&nbsp;",,,taxable,,backorder,0,,notify,0,0.1,,,,1,,,4598,"FPV/Action Camera, Brands > Runcam","nano, phoenix, runcam",,"https://www.robotonbd.com/wp-content/uploads/2021/03/4911_dimg2.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/4911_dimg1.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/4911_dimg3.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/4911_dimg4.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/4911_dimg5.jpg",,,,,,,,,0,,,,,
5637,simple,,,"Foxeer Mini Standard Razer 1200TVL 16:9 PAL NTSC Switchable FPV Camera",1,0,visible,"&nbsp;
\n
\n&nbsp;
\n
\n&nbsp;","<div id=""features"">
\n<h2>Foxeer Mini Standard Razer 1200TVL 16:9 PAL NTSC Switchable FPV Camera</h2>
\n<h2 class=""dtitle"">Features</h2>
\n<div class=""text_details""><span style=""font-family: Arial; font-size: medium;"">- 1200TVL definition with advanced natural image.
\n- HD 5MP 2.1mm M12 Lens.
\n- 4:3/16:9 optional, PAL/NTSC switchable.
\n- Supports 4.5~25V input voltage.</span></div>
\n</div>
\n<div id=""details"">
\n<h2 class=""dtitle"">Product Details</h2>
\n<div class=""text_details""><span style=""font-family: Arial; font-size: medium;"">Sensor Type: Sony 1/3"" CMOS Sensor
\nScale: 4:3/16:9 Optional
\nTv System: PAL/NTSC Switchable
\nResolution: 1200TVL
\nShutter Speed: PAL 1/25~1/10000 sec; NTSC 1/30~1/10000 sec
\nVideo Output: CVBS Analog Signal
\nFOV: 4:3 FOV-H:125° FOV-D: 155° / 16:9 FOV-H:125° FOV-D: 145°
\nShutter Speed: Auto
\nMinimum Illumination: 0.01Lux
\nWhite Balance: Auto
\nDNR: 3DNR
\nWDR: 90dB
\nDAY/NIGHT: EXT/Auto/Color/B&amp;W
\nFlight OSD: Voltage/Cam Title/Time
\nInput Voltage: 4.5V~25V
\nWorking Temperature: -10°~50°C RH90% MAX
\nWorking Humidity: 20~80%
\nStorage Temperature: -20°~70°C
\nDimension: 22*22mm
\nWeight: 12g(Exclude cable)</span></div>
\n</div>
\n&nbsp;
\n
\n&nbsp;",,,taxable,,backorder,,,0,0,0.1,,,,1,,,3025,"Brands > Foxeer, FPV/Action Camera","Foxeer, fpv camera, razer",,"https://www.robotonbd.com/wp-content/uploads/2021/03/5058_dimg1.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5058_dimg2.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5058_dimg3.jpg, https://www.robotonbd.com/wp-content/uploads/2021/03/5058_dimg4.jpg",,,,,,,,,0,,,,,
5649,simple,,,"DarwinFPV Darwin79 140mm Quadcopter",1,0,visible,"&nbsp;
\n
\n&nbsp;
\n
